sat_id,norad_cat_id,norad_follow_id,name,names,image,status,decayed,launched,deployed,website,operator,countries,telemetries,updated,citation,is_frequency_violator,associated_satellites
SCHX-0895-2361-9925-0309,965.0,,TRANSIT 5B-5,OPS 6582,satellites/transit-o__1.jpg,alive,,1964-12-13T00:00:00Z,,,None,US,[],2022-08-01T06:47:53.992153Z,https://github.com/happysat/Deadsat#1,False,[]
AMOM-6643-5608-9156-4431,1002.0,,LES-1,Lincoln Experimental Satellite 1,satellites/LES1-Star13A-Kick-Motor.jpg,alive,,1965-02-11T00:00:00Z,,,None,US,[],2022-08-01T18:46:19.317207Z,https://github.com/happysat/Deadsat#23,False,[]
KEFJ-8497-6394-9368-1937,1291.0,,SOLRAD-7B,,,alive,,1965-03-09T00:00:00Z,,,None,US,[],2022-08-01T18:44:58.681317Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
FBFQ-2056-7966-4855-0749,1315.0,,SECOR 4,EGRS 4,,alive,,1965-04-03T00:00:00Z,,https://en.wikipedia.org/wiki/SECOR,None,US,[],2022-08-01T16:44:53.958027Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
BIRW-7828-0822-0647-1194,1804.0,,ALOUETTE-2,,,alive,,1965-11-29T00:00:00Z,,,None,CA,[],2022-08-01T18:44:19.383815Z,https://github.com/happysat/Deadsat,False,[]
HUET-0202-9646-3392-6736,2012.0,,Unknown Satellite,,,re-entered,1966-02-22T00:00:00Z,,,,None,,[],2021-07-21T10:11:41.956104Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
ECVY-8071-9282-9701-5212,2389.0,,OV3-3,,,alive,,1966-08-04T00:00:00Z,,https://en.wikipedia.org/wiki/OV3-3,None,US,[],2022-08-01T16:53:46.041401Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
FERZ-6681-3950-9303-3194,2412.0,,ERS-15,,,alive,,1966-08-19T00:00:00Z,,,None,US,[],2022-08-01T18:45:29.316432Z,https://github.com/happysat/Deadsat#6,False,[]
GVZR-7911-0022-1623-4621,2768.0,,ERS 20 (OV5-3),,satellites/ers-20.jpg,alive,,1967-04-28T00:00:00Z,,https://en.wikipedia.org/wiki/Orbiting_Vehicle#OV5,None,US,[],2022-08-01T16:42:26.938381Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
PCWN-4534-3390-1366-2242,3669.0,,ISIS-1,International Satellite for Ionospheric Studies,,alive,,1969-01-30T00:00:00Z,,,None,CA,[],2022-08-01T18:45:40.461674Z,https://github.com/happysat/Deadsat#7,False,[]
CXUY-3779-8771-9506-4176,4237.0,,OPS 7613 (P/L 4),"S69-4,  POPPY-6B, NRL PL162",,alive,,1969-09-30T00:00:00Z,,,None,US,[],2022-07-08T01:28:11.150504Z,https://web.archive.org/web/20070702171235/https://space.skyrocket.de/doc_sdat/poppy-6.htm,False,[]
TRRF-3160-5167-1401-6829,4256.0,,TIMATION-II,,,alive,,1969-09-30T00:00:00Z,,,None,,[],2022-08-02T18:33:57.739894Z,https://github.com/happysat/Deadsat/blob/main/README.md,False,[]
RKRU-2930-8927-7743-2506,5485.0,,SHINSEI (MS-F2),,,alive,,1971-09-28T00:00:00Z,,https://www.isas.jaxa.jp/en/missions/spacecraft/past/shinsei.html,None,JP,[],2022-08-01T18:46:11.891516Z,https://github.com/happysat/Deadsat#11,False,[]
MDNJ-2178-8370-7421-2425,5580.0,,PROSPERO,"BLACK ARROW
X-3",satellites/prospero.JPG,alive,,,,,None,GB,[],2021-07-21T10:11:41.970160Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
JLIH-4238-8564-8762-0468,5680.0,,NOSS,,,alive,,1971-12-14T00:00:00Z,,,None,,[],2022-06-10T11:31:15.245158Z,https://github.com/happysat/Deadsat/blob/main/README.md,False,[]
HHSS-6325-1344-4603-7774,7530.0,,OSCAR 7,"AO-7, AMSAT OSCAR 7",satellites/AMSAT-OSCAR_7.jpg,alive,,1974-11-15T00:00:00Z,,https://www.amsat.org/two-way-satellites/ao-7/,None,US,[],2022-11-29T12:13:05.281288Z,https://www.amsat.org/two-way-satellites/ao-7/,False,[]
WAGS-8572-2494-3083-1675,14129.0,,Phase 3-B,"AO-10
OSCAR-10",satellites/AO-10.jpg,alive,,,,,None,,[],2021-07-21T10:11:41.975296Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
TDVY-5283-4801-7631-6209,14781.0,,UOSAT 2,UO-11OSCAR-11,satellites/UoSat-2.jpg,alive,,1984-03-01T00:00:00Z,,,None,GB,[],2022-08-01T16:56:31.662777Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
RQTU-0962-4589-7454-8433,15427.0,,NOAA 9,NOAA-F,satellites/Noaa-9-full.jpg,alive,,1984-12-12T00:00:00Z,,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=1984-123A,None,US,[],2022-06-05T08:54:38.622850Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
XWJC-7674-8051-0421-7789,18351.0,,Eutelsat I F-4,"EUTE I F4, EUTE 1-F4, ECS 4",,alive,,1987-09-16T00:00:00Z,,,ESA,,[],2022-08-01T11:40:34.899497Z,https://en.wikipedia.org/wiki/Eutelsat_I_F-4,False,[]
ZDPY-4221-9426-0630-5344,20442.0,,LUSAT,LO-19,satellites/LUSAT-1.gif,alive,,1990-01-22T00:00:00Z,,,None,AR,[],2022-08-01T16:51:57.022674Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
XTDR-0995-4168-5549-5936,22825.0,,EYESAT-1,AO-27,satellites/AO-27-PreFlight.jpg,alive,,1993-09-26T00:00:00Z,,,None,US,[],2022-08-01T16:52:17.483673Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
NRSU-5773-9133-8545-6426,22826.0,,ITAMSAT,IO-26,satellites/itamsat_1.jpg,alive,,1993-09-26T00:00:00Z,,,None,IT,[],2022-08-01T16:53:15.828608Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
DBOZ-6429-8624-3701-8847,23439.0,,RADIO ROSTO,RS-15,satellites/radio-rosto__1.jpg,alive,,1994-12-26T00:00:00Z,,,None,RU,[],2022-08-01T16:53:37.911735Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
XTKP-9404-9174-4088-2406,24278.0,,JAS-2,FO-29,satellites/fo29.gif,alive,,1996-08-17T00:00:00Z,,,None,JP,[],2022-08-01T16:53:52.946438Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
FSYV-6957-0977-9643-9047,25338.0,,NOAA 15,NOAA-K,satellites/satellite_NOAA-15.jpg,alive,,1998-05-13T00:00:00Z,,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=1998-030A,None,US,[],2022-05-30T10:58:26.758784Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
FCHF-0545-3706-3789-8061,25397.0,,TECHSAT 1B,"GO-32 TechSat, Gurwin-II",satellites/gurwinIIb.gif,alive,,1998-07-10T00:00:00Z,,,None,IL,[],2022-08-01T16:53:59.347112Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
XSKZ-5603-1870-9019-3066,25544.0,,ISS,ZARYA,satellites/ISS.jpg,alive,,1998-11-20T00:00:00Z,,https://www.nasa.gov/mission_pages/station/main/index.html,None,"RU,US",[{'decoder': 'iss'}],2021-07-21T10:11:41.999811Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
JOHL-3592-8966-6147-0629,25635.0,,ORSTED,Ørsted,satellites/4355e5156bc2ef829b9c7e128608e6ddce046507.jpg,alive,,1999-02-23T00:00:00Z,,,None,DK,[],2022-08-01T16:54:39.617056Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
OWKZ-4946-7098-5844-2196,26063.0,,OPAL,OO-38,satellites/opal__1.jpg,alive,,2000-01-27T00:00:00Z,,,None,US,[],2022-08-01T16:42:35.386038Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
TCAK-2702-2188-8416-9781,26410.0,,Cluster II FM6,SALSA,,alive,,,,https://sci.esa.int/web/cluster,ESA,,[],2021-07-21T10:11:42.004868Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
GREM-3318-1554-0741-5298,26411.0,,Cluster II FM7,SAMBA,,alive,,,,https://sci.esa.int/web/cluster,ESA,,[],2021-07-21T10:11:42.006489Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
IEJM-1287-6683-2809-7287,26463.0,,Cluster II FM5,RUMBA,,alive,,,,https://sci.esa.int/web/cluster,ESA,,[],2021-07-21T10:11:42.008110Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
UDLI-4112-3637-4438-0859,26464.0,,Cluster II FM8,TANGO,,alive,,,,https://sci.esa.int/web/cluster,ESA,,[],2021-07-21T10:11:42.009728Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
YVEB-4204-8164-6334-8450,26546.0,,MegSat-1,,,alive,,2000-09-26T00:00:00Z,,,None,IT,[],2022-08-01T16:43:04.534439Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
VMIE-3340-5003-6094-2811,26609.0,,Phase 3-D,OSCAR-40,satellites/AO-40.jpg,dead,,,,https://amsat-dl.org/amsat-phase-3-d-oscar-40/,None,,[],2022-02-04T11:57:47.882625Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
MIOI-0494-0446-3367-1916,26931.0,,PCSAT,NO-44,satellites/no44.gif,alive,,2001-09-30T00:00:00Z,,,None,US,[{'decoder': 'ax25monitor'}],2022-08-01T16:54:49.644846Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
IRES-5964-9687-1982-0089,27607.0,,SAUDISAT 1C,SO-50,satellites/saudisat-so-50.jpg,alive,,2002-12-20T00:00:00Z,,,None,SA,[],2022-08-01T16:54:58.241438Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
JOVH-8612-8312-2052-1559,27844.0,,CUTE-1,CO-55,satellites/cute-1__1.jpg,alive,,2003-06-30T00:00:00Z,,,None,JP,[],2022-08-01T16:55:35.487190Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
KZUI-4275-4790-4963-1514,27848.0,,CUBESAT XI-IV,CO-57,satellites/xi-4__1.jpg,alive,,2003-06-30T00:00:00Z,,https://www.space.t.u-tokyo.ac.jp/,None,JP,[],2022-08-01T11:31:17.649372Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
JQJE-9408-3483-0314-4576,27939.0,,MOZHAYETS 4,RS-22,satellites/zeya__1.jpg,alive,,2003-09-27T00:00:00Z,,,None,RU,[],2022-08-01T16:56:56.438277Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
AWRD-0316-6644-2878-7013,28628.0,,INMARSAT 4-F1,Alphasat1,satellites/inmarsat-4__1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.027220Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
MNUP-5257-9728-2566-4220,28650.0,,HAMSAT,VO-52,satellites/hamsat.jpg,dead,,,,,None,,[],2021-07-21T10:11:42.030628Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
SWSC-0362-2710-3817-5254,28654.0,,NOAA 18,,satellites/NOAA-18_or_19_rendering.jpg,alive,,2005-05-20T00:00:00Z,,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2005-018A,None,US,[],2022-05-30T10:58:26.688289Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
IYDL-1832-4040-0556-1587,28895.0,,CUBESAT XI 5,"CO-58, OSCAR 58",satellites/XI-V-Sai-Five-300x225.jpg,alive,,2005-10-27T00:00:00Z,,,None,JP,[],2022-08-01T16:55:49.156545Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
GVNJ-7390-8100-5940-4823,29499.0,,METOP-A,,satellites/metopa.jpg,dead,,,,https://www.eumetsat.int/our-satellites/metop-series,None,,[],2022-03-05T02:45:57.262820Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
CASG-2405-5488-8993-2476,29710.0,,CARTOSAT-2,IRS-P7,satellites/CartoSat2_AutoB.jpeg,alive,,2007-01-10T00:00:00Z,,,None,IN,[],2022-08-01T16:56:17.881510Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
XKYJ-4339-8214-6490-1978,30776.0,,FALCONSAT 3,PFS3,satellites/FALCONSAT-3.jpg,re-entered,,2007-03-09T00:00:00Z,2023-01-21T13:34:20Z,https://www.amsat.org/falconsat-3/,None,US,[{'decoder': 'ax25monitor'}],2023-01-22T10:28:15.795146Z,https://network.satnogs.org/observations/7061690/,False,[]
CICP-0434-9716-2826-6897,31130.0,,CAPE-1,,satellites/CAPE1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.049584Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
FGXO-4320-3859-3880-6242,31304.0,,AIM,Aeronomy of Ice in the Mesosphere,,alive,,,,,None,US,[],2021-07-21T10:11:42.052477Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
BIVL-9652-7057-1283-5418,32378.0,,SDS-3 F-5,USA 198,,alive,,,,,None,,[],2021-07-21T10:11:42.055388Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
DHND-4474-1527-7198-0174,32783.0,,CARTOSAT-2A,,satellites/image_gallery.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.058229Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
SRMQ-6676-8759-6509-8693,32785.0,,CUTE-1.7+APD II,CO-65,satellites/CO-65-300x197.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.060994Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
CCSK-6056-3870-4454-6798,32787.0,,COMPASS-1,,satellites/COMPASS-1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.063562Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
IMKY-8694-8138-3077-8494,32788.0,,AAUSAT-II,"CUBESAT-2
AAUSAT-2",satellites/AAUSAT-2.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.065072Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
TNXT-1653-3073-9102-5159,32789.0,,DELFI-C3,DO-64,satellites/DelfiC3_AutoE.jpeg,alive,,2008-04-28T00:00:00Z,,https://www.tudelft.nl/lr/delfi-space/delfi-c3,None,NL,[],2022-04-25T16:31:47.835225Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
WLHF-1710-4037-0881-2319,32791.0,,SEEDS II,CO-66,satellites/SEEDS.gif,alive,,,,,None,,[],2021-07-21T10:11:42.068009Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
QDOI-2741-3962-6115-0959,32953.0,,YUBILEINY,RS-30,satellites/rs30_1.jpg,alive,,2008-05-23T00:00:00Z,,,None,RU,[],2022-08-01T17:57:25.030548Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
SHEZ-1778-3591-0474-2098,32958.0,,FENGYUN 3A,"Feng-Yun-3A, FY3A",satellites/FENGYUN-3A_AVnpzkb.jpg,alive,,2008-05-27T00:00:00Z,,http://www.nsmc.org.cn/nsmc/cn/satellite/FY3A.html,None,CN,[],2022-05-30T10:58:26.856619Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
CHCH-1433-2770-7025-0183,33320.0,,HJ-1A,Huan Jing-1A,,alive,,,,,None,,[],2021-07-21T10:11:42.072182Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
FIRW-4406-4743-9198-3938,33321.0,,HJ-1B,Huan Jing-1B,,alive,,2008-09-06T00:00:00Z,,http://www.secmep.cn/jcnl/wxygjc/201703/t20170324_563098.shtml,None,CN,[],2022-05-30T10:58:26.786004Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
VAJK-7711-8203-8371-3078,33493.0,,PRISM,HITOMI,satellites/PRISM_AutoF.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.074871Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
RCSI-2248-9538-7513-4618,33498.0,,STARS,KUKAI-GENNAI mother and daughter,satellites/STARS-1.2.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.076264Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
BFDT-9094-9258-2665-0692,33499.0,,KKS-1,KISEKI,satellites/KKS-FM-4-2.JPG,alive,,,,,None,,[],2021-07-21T10:11:42.077650Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
LSCG-5988-6402-6624-6585,33591.0,,NOAA 19,NOAA-N Prime,satellites/NOAA-19_5rtz25e.jpg,alive,,2009-02-06T00:00:00Z,,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2009-005A,None,US,[],2022-05-30T10:58:26.728723Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
DAIX-4517-7255-2315-1676,35865.0,,METEOR M-1,Meteor-M N1,,alive,,,,,None,RU,[],2022-07-08T01:57:47.738693Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
BTIX-5441-6034-5221-2014,35932.0,,SWISSCUBE,,satellites/swisscube.jpeg,alive,,,,,None,,[],2021-07-21T10:11:42.081749Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
XFUT-4878-1223-5887-3249,35933.0,,BEESAT,DP0BEE,satellites/BEESAT.JPG,alive,,,,https://www.raumfahrttechnik.tu-berlin.de/menue/forschung/abgeschlossene_projekte/beesat/parameter/en/,TU Berlin,DE,[],2021-07-21T10:11:42.083071Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
FMZT-1887-7286-8009-2095,35935.0,,ITUPSAT 1,,satellites/itupsat1b.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.084538Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
JJGC-7637-4682-0934-3692,36122.0,,XIWANG-1,"HO-68
XW-1
HOPE-1",satellites/HO-68-Preassembly.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.085893Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
DOVD-6076-5561-0818-8216,36795.0,,CARTOSAT-2B,,satellites/cartosat-2b.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.087201Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
TSLM-4078-5089-9909-4945,36799.0,,TISAT 1,,satellites/TISAT-1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.088574Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
LEEM-0786-6407-7251-2163,37214.0,,FENGYUN 3B,Feng-Yun-3B,satellites/FENGYUN-3B.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.089873Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
NNDS-9454-0102-7564-5792,37224.0,,O/OREOS,USA 219,satellites/o_oreos.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.091348Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
OXEU-3062-3001-4128-0233,37839.0,,JUGNU,,satellites/jugnu.jpeg,alive,,,,,None,,[],2021-07-21T10:11:42.092967Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
RSRT-1057-1646-8612-1423,37841.0,,SRMSAT,,satellites/srmsat.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.094498Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
GTMF-2365-6960-5386-3224,37855.0,,M-CUBED & EXP-1 PRIME,"E1P-U2, Michigan Multipurpose Minisat",satellites/mcubed.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.095963Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
CQLE-4630-2620-1207-7883,38078.0,,ALMASAT-1,,satellites/ALMASAT-1.jpeg,re-entered,2020-05-01T18:07:30Z,,,,None,,[],2021-07-21T10:11:42.097395Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
TPCO-2105-7722-5722-6250,38340.0,,HORYU 2,,satellites/horyu-2.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.098868Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
EIWX-7695-6296-0911-6539,38760.0,,AENEAS,,satellites/AENEAS-1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.100250Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
MQNS-3492-8312-7376-9692,38761.0,,CSSWE,,satellites/CSSWE.jpg,alive,,,,https://lasp.colorado.edu/home/csswe/,None,US,[],2021-07-21T10:11:42.101655Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
UNZB-2386-5150-4677-7350,38763.0,,CP5,,satellites/CP5.png,alive,,,,https://www.polysat.org/launched,None,US,[],2021-07-21T10:11:42.103098Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
ELZB-5795-6005-9517-6310,38771.0,,METOP-B,,satellites/METOP-B_26NGbXF.jpg,alive,,2012-09-17T00:00:00Z,,https://www.eumetsat.int/our-satellites/metop-series,ESA,,[],2022-08-01T17:05:09.241198Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
DOSE-1740-8674-9156-2960,38997.0,,HJ-1C,Huan Jing-1C,,alive,,2012-11-19T00:00:00Z,,,None,CN,[],2022-05-30T10:37:28.267906Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
CVJK-7644-2588-4230-2659,39086.0,,SARAL,,satellites/saral__2.jpg,alive,,2013-02-25T00:00:00Z,,https://earth.esa.int/web/eoportal/satellite-missions/s/saral,ISRO,"FR,IN",[],2022-08-01T17:00:59.753463Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
SPZX-9367-0355-8865-6645,39087.0,,AAUSAT 3,,satellites/08aae20b.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.109779Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
IFDT-2351-8184-5400-1710,39090.0,,STRAND-1,,satellites/strand1.jpg,alive,,2013-02-25T12:31:00Z,,,None,,[{'decoder': 'strand'}],2023-01-03T04:24:21.323362Z,https://space.skyrocket.de/doc_sdat/strand-1.htm,False,[]
XNCA-6781-8639-7113-1665,39091.0,,BRITE-AUSTRIA,BRITE-Austria CANX-3B TUGSAT-1,satellites/BRITE-AUSTRIA.jpeg,alive,,,,,None,,[],2022-06-08T10:22:26.552748Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
JVIG-3362-0807-4026-2397,39092.0,,UNIBRITE,CANX-3A,satellites/UNIBRITE.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.113878Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
FVYN-9469-5031-2236-7972,39134.0,,SOMP,,satellites/image_gallery.jpeg,alive,,,,,None,,[],2021-07-21T10:11:42.115246Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
EALA-5296-4451-4316-5013,39135.0,,BEESAT-3,DP0BEG,satellites/B3-1500-PH_uebersicht_scaled.jpg,alive,,,,https://www.raumfahrttechnik.tu-berlin.de/menue/forschung/aktuelle_projekte/beesat_3/,TU Berlin,DE,[],2021-07-21T10:11:42.116563Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
UTXU-4881-3195-9394-3367,39136.0,,BEESAT-2,DP0BEF,satellites/beesat2.jpeg,alive,,,,https://www.raumfahrttechnik.tu-berlin.de/menue/forschung/aktuelle_projekte/beesat_2/parameter/en/,TU Berlin,DE,[],2021-07-21T10:11:42.117930Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
VOMS-7869-4280-6333-8162,39151.0,,NEE-01 PEGASUS,"NEE-01, NEE-01 Pegaso",satellites/NEE-01_PEGASUS.jpg,alive,,2013-04-26T00:00:00Z,,,None,EC,[],2022-07-08T00:41:22.082885Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
OUUD-8724-9347-4069-3787,39152.0,,TURKSAT-3U,,,alive,,,,,None,TR,[],2022-07-08T02:09:25.396597Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
HXCH-9043-9893-2952-4877,39153.0,,CUBEBUG-1,CAPITAN BETO,satellites/CUBEBUG-1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.121912Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
PPAK-3897-6161-8267-9600,39161.0,,ESTCUBE 1,,satellites/ESTCUBE-1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.123326Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
YVMN-3096-6332-4393-7492,39260.0,,FENGYUN 3C,Feng-Yun-3C,,alive,,,,,None,,[],2021-07-21T10:11:42.124690Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
ZTVC-1642-9897-2227-8386,39265.0,,CASSIOPE,,satellites/CASSIOPE_satellite.jpeg,alive,,,,,None,,[],2021-07-21T10:11:42.126042Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
POSH-8480-5225-7899-6098,39381.0,,PHONESAT 2.4,,satellites/PHONESAT_2.4_vB6xg6c.png,re-entered,2017-01-31T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.127388Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
ETNK-7168-8466-2812-2733,39382.0,,CAPE-2,,satellites/CAPE-2.jpg,re-entered,2014-10-23T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.128708Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
ZDHX-1438-9792-0063-7767,39383.0,,DRAGONSAT-1,,satellites/DRAGONSAT-1.jpg,re-entered,2016-08-31T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.130143Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
KMOS-8479-8668-2060-1108,39384.0,,KYSAT-2,,satellites/KYSAT-2.jpg,re-entered,2015-02-12T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.131523Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
XJVV-5632-8590-3325-8137,39385.0,,TJ3SAT,,satellites/TJ3SAT.jpg,re-entered,2015-09-17T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.132884Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
ZKYN-9221-2374-5641-3454,39395.0,,COPPER,,satellites/COPPER.jpg,re-entered,2016-02-04T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.134225Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
BETY-3848-2495-6921-5325,39398.0,,BLACK KNIGHT-1,,satellites/BLACK_NIGHT-1.jpg,re-entered,2015-07-16T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.135558Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
IDXT-3826-9067-2235-0516,39400.0,,TRAILBLAZER,SPA-1,satellites/TRAILBLAZER.jpg,re-entered,2016-05-22T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.136868Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
KSZC-6848-0487-5505-8533,39402.0,,SWAMPSAT,,satellites/SWAMPSAT.jpg,re-entered,2015-12-13T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.138170Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
ILFI-5093-5072-3892-5139,39405.0,,CHARGERSAT-1,,satellites/CHARGERSAT-1.jpg,re-entered,2016-03-19T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.139538Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
IKDT-3371-2990-6146-7410,39407.0,,VERMONT LUNAR,,satellites/VERMONT_LUNAR.jpg,re-entered,2015-11-21T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.140941Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
GRVM-9505-5712-0753-7014,39417.0,,ZACUBE-1,"South Africa CubeSat-1, TshepisoSat, ZA003",satellites/index.jpeg,alive,,,,,None,,[],2021-07-21T10:11:42.142323Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
KKXC-8350-8272-9450-3056,39426.0,,CINEMA-3,KHUSAT-2,satellites/CINEMA-3_8CJmlaD.jpg,alive,,2013-11-21T00:00:00Z,,,None,"KR,GB,US",[],2022-07-31T19:44:01.919577Z,CITATION NEEDED - https://xkcd.com/285/,False,[]
